Material;Dt.Saída;Nº Pedido;Requisitante / Destino;Unidade;Quantidade;Status
Óculos e Protetor Facial;25/03/2020;309509;Distrito Federal;Unidade;240;Entregue
Óculos e Protetor Facial;28/03/2020;309988;Distrito Federal;Unidade;240;Entregue
Óculos e Protetor Facial;10/04/2020;311424;Distrito Federal;Unidade;160;Entregue
Óculos e Protetor Facial;15/04/2020;311907;Distrito Federal;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314024;Distrito Federal;Unidade;1800;Entregue
Óculos e Protetor Facial;14/05/2020;315593;Distrito Federal;Unidade;6600;Entregue
Óculos e Protetor Facial;22/05/2020;316488;Distrito Federal;Unidade;15700;Entregue
Óculos e Protetor Facial;04/06/2020;317767;Distrito Federal;Unidade;400;Entregue
Óculos e Protetor Facial;04/06/2020;317767;Distrito Federal;Unidade;2700;Entregue
Óculos e Protetor Facial;10/06/2020;318269;Distrito Federal;Unidade;7300;Entregue
Óculos e Protetor Facial;19/03/2020;308776;Espírito Santo;Unidade;400;Entregue
Óculos e Protetor Facial;19/03/2020;308506;Espírito Santo;Unidade;40;Entregue
Óculos e Protetor Facial;25/03/2020;309513;Espírito Santo;Unidade;320;Entregue
Óculos e Protetor Facial;28/03/2020;309989;Espírito Santo;Unidade;360;Entregue
Óculos e Protetor Facial;10/04/2020;311426;Espírito Santo;Unidade;160;Entregue
Óculos e Protetor Facial;15/04/2020;311908;Espírito Santo;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314025;Espírito Santo;Unidade;2100;Entregue
Óculos e Protetor Facial;14/05/2020;315594;Espírito Santo;Unidade;7700;Entregue
Óculos e Protetor Facial;22/05/2020;316490;Espírito Santo;Unidade;16500;Entregue
Óculos e Protetor Facial;04/06/2020;317769;Espírito Santo;Unidade;400;Entregue
Óculos e Protetor Facial;04/06/2020;317769;Espírito Santo;Unidade;2600;Entregue
Óculos e Protetor Facial;05/06/2020;317926;Espírito Santo;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317926;Espírito Santo;Unidade;400;Entregue
Óculos e Protetor Facial;10/06/2020;318270;Espírito Santo;Unidade;7200;Entregue
Óculos e Protetor Facial;10/06/2020;318243;Espírito Santo;Unidade;700;Entregue
Óculos e Protetor Facial;19/03/2020;308781;Goiás;Unidade;680;Entregue
Óculos e Protetor Facial;19/03/2020;308509;Goiás;Unidade;40;Entregue
Óculos e Protetor Facial;25/03/2020;309510;Goiás;Unidade;560;Entregue
Óculos e Protetor Facial;28/03/2020;309990;Goiás;Unidade;600;Entregue
Óculos e Protetor Facial;10/04/2020;311427;Goiás;Unidade;240;Entregue
Óculos e Protetor Facial;15/04/2020;311909;Goiás;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314026;Goiás;Unidade;2900;Entregue
Óculos e Protetor Facial;14/05/2020;315595;Goiás;Unidade;2800;Entregue
Óculos e Protetor Facial;14/05/2020;315595;Goiás;Unidade;10000;Entregue
Óculos e Protetor Facial;22/05/2020;316491;Goiás;Unidade;26300;Entregue
Óculos e Protetor Facial;04/06/2020;317781;Goiás;Unidade;600;Entregue
Óculos e Protetor Facial;04/06/2020;317781;Goiás;Unidade;3400;Entregue
Óculos e Protetor Facial;05/06/2020;317927;Goiás;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317927;Goiás;Unidade;1000;Entregue
Óculos e Protetor Facial;10/06/2020;318271;Goiás;Unidade;9300;Entregue
Óculos e Protetor Facial;10/06/2020;318244;Goiás;Unidade;2800;Entregue
Óculos e Protetor Facial;19/03/2020;308785;Maranhão;Unidade;680;Entregue
Óculos e Protetor Facial;19/03/2020;308732;Maranhão;Unidade;50;Entregue
Óculos e Protetor Facial;25/03/2020;309478;Maranhão;Unidade;560;Entregue
Óculos e Protetor Facial;28/03/2020;309991;Maranhão;Unidade;600;Entregue
Óculos e Protetor Facial;10/04/2020;311428;Maranhão;Unidade;280;Entregue
Óculos e Protetor Facial;15/04/2020;311910;Maranhão;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314027;Maranhão;Unidade;3200;Entregue
Óculos e Protetor Facial;14/05/2020;315596;Maranhão;Unidade;2300;Entregue
Óculos e Protetor Facial;14/05/2020;315596;Maranhão;Unidade;3600;Entregue
Óculos e Protetor Facial;14/05/2020;315596;Maranhão;Unidade;8200;Entregue
Óculos e Protetor Facial;22/05/2020;316493;Maranhão;Unidade;30400;Entregue
Óculos e Protetor Facial;04/06/2020;317782;Maranhão;Unidade;800;Entregue
Óculos e Protetor Facial;04/06/2020;317782;Maranhão;Unidade;4400;Entregue
Óculos e Protetor Facial;05/06/2020;317928;Maranhão;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317928;Maranhão;Unidade;700;Entregue
Óculos e Protetor Facial;10/06/2020;318272;Maranhão;Unidade;12000;Entregue
Óculos e Protetor Facial;10/06/2020;318245;Maranhão;Unidade;2000;Entregue
Óculos e Protetor Facial;19/03/2020;308799;Mato Grosso;Unidade;320;Entregue
Óculos e Protetor Facial;19/03/2020;308522;Mato Grosso;Unidade;1000;Entregue
Óculos e Protetor Facial;25/03/2020;309512;Mato Grosso;Unidade;1040;Entregue
Óculos e Protetor Facial;28/03/2020;309994;Mato Grosso;Unidade;280;Entregue
Óculos e Protetor Facial;10/04/2020;311429;Mato Grosso;Unidade;120;Entregue
Óculos e Protetor Facial;30/04/2020;314028;Mato Grosso;Unidade;1600;Entregue
Óculos e Protetor Facial;14/05/2020;315602;Mato Grosso;Unidade;6500;Entregue
Óculos e Protetor Facial;22/05/2020;316498;Mato Grosso;Unidade;1500;Entregue
Óculos e Protetor Facial;22/05/2020;316498;Mato Grosso;Unidade;12000;Entregue
Óculos e Protetor Facial;04/06/2020;317785;Mato Grosso;Unidade;400;Entregue
Óculos e Protetor Facial;04/06/2020;317785;Mato Grosso;Unidade;1900;Entregue
Óculos e Protetor Facial;05/06/2020;317931;Mato Grosso;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317931;Mato Grosso;Unidade;400;Entregue
Óculos e Protetor Facial;10/06/2020;318276;Mato Grosso;Unidade;5200;Entregue
Óculos e Protetor Facial;10/06/2020;318230;Mato Grosso;Unidade;1100;Entregue
Óculos e Protetor Facial;19/03/2020;308797;Mato Grosso do Sul;Unidade;280;Entregue
Óculos e Protetor Facial;19/03/2020;308515;Mato Grosso do Sul;Unidade;40;Entregue
Óculos e Protetor Facial;25/03/2020;309511;Mato Grosso do Sul;Unidade;240;Entregue
Óculos e Protetor Facial;28/03/2020;309993;Mato Grosso do Sul;Unidade;240;Entregue
Óculos e Protetor Facial;10/04/2020;311430;Mato Grosso do Sul;Unidade;120;Entregue
Óculos e Protetor Facial;15/04/2020;311912;Mato Grosso do Sul;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314029;Mato Grosso do Sul;Unidade;1700;Entregue
Óculos e Protetor Facial;14/05/2020;315600;Mato Grosso do Sul;Unidade;600;Entregue
Óculos e Protetor Facial;14/05/2020;315600;Mato Grosso do Sul;Unidade;100;Entregue
Óculos e Protetor Facial;14/05/2020;315600;Mato Grosso do Sul;Unidade;1600;Entregue
Óculos e Protetor Facial;14/05/2020;315600;Mato Grosso do Sul;Unidade;4200;Entregue
Óculos e Protetor Facial;22/05/2020;316496;Mato Grosso do Sul;Unidade;13900;Entregue
Óculos e Protetor Facial;04/06/2020;317784;Mato Grosso do Sul;Unidade;200;Entregue
Óculos e Protetor Facial;04/06/2020;317784;Mato Grosso do Sul;Unidade;1400;Entregue
Óculos e Protetor Facial;05/06/2020;317930;Mato Grosso do Sul;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317930;Mato Grosso do Sul;Unidade;900;Entregue
Óculos e Protetor Facial;10/06/2020;318274;Mato Grosso do Sul;Unidade;3800;Entregue
Óculos e Protetor Facial;10/06/2020;318247;Mato Grosso do Sul;Unidade;2600;Entregue
Óculos e Protetor Facial;19/03/2020;308790;Minas Gerais;Unidade;2000;Entregue
Óculos e Protetor Facial;19/03/2020;308529;Minas Gerais;Unidade;10;Entregue
Óculos e Protetor Facial;25/03/2020;309514;Minas Gerais;Unidade;1600;Entregue
Óculos e Protetor Facial;28/03/2020;309992;Minas Gerais;Unidade;1800;Entregue
Óculos e Protetor Facial;10/04/2020;311431;Minas Gerais;Unidade;1080;Entregue
Óculos e Protetor Facial;15/04/2020;311913;Minas Gerais;Unidade;420;Entregue
Óculos e Protetor Facial;30/04/2020;314030;Minas Gerais;Unidade;12000;Entregue
Óculos e Protetor Facial;14/05/2020;315598;Minas Gerais;Unidade;42300;Entregue
Óculos e Protetor Facial;22/05/2020;316494;Minas Gerais;Unidade;88800;Entregue
Óculos e Protetor Facial;04/06/2020;317783;Minas Gerais;Unidade;2600;Entregue
Óculos e Protetor Facial;04/06/2020;317783;Minas Gerais;Unidade;12800;Entregue
Óculos e Protetor Facial;05/06/2020;317929;Minas Gerais;Unidade;400;Entregue
Óculos e Protetor Facial;05/06/2020;317929;Minas Gerais;Unidade;2400;Entregue
Óculos e Protetor Facial;10/06/2020;318273;Minas Gerais;Unidade;34600;Entregue
Óculos e Protetor Facial;10/06/2020;318246;Minas Gerais;Unidade;6400;Entregue
Óculos e Protetor Facial;19/03/2020;308751;Outros Órgãos Federais;Unidade;400;Entregue
Óculos e Protetor Facial;20/03/2020;309135;Outros Órgãos Federais;Unidade;120;Entregue
Óculos e Protetor Facial;20/03/2020;309109;Outros Órgãos Federais;Unidade;170;Entregue
Óculos e Protetor Facial;20/03/2020;309107;Outros Órgãos Federais;Unidade;140;Entregue
Óculos e Protetor Facial;20/03/2020;309099;Outros Órgãos Federais;Unidade;350;Entregue
Óculos e Protetor Facial;20/03/2020;309092;Outros Órgãos Federais;Unidade;460;Entregue
Óculos e Protetor Facial;20/03/2020;309104;Outros Órgãos Federais;Unidade;700;Entregue
Óculos e Protetor Facial;20/03/2020;309144;Outros Órgãos Federais;Unidade;30;Entregue
Óculos e Protetor Facial;20/03/2020;309146;Outros Órgãos Federais;Unidade;350;Entregue
Óculos e Protetor Facial;10/04/2020;311417;Outros Órgãos Federais;Unidade;120;Entregue
Óculos e Protetor Facial;15/04/2020;311978;Outros Órgãos Federais;Unidade;120;Entregue
Óculos e Protetor Facial;15/04/2020;311949;Outros Órgãos Federais;Unidade;120;Entregue
Óculos e Protetor Facial;20/04/2020;312459;Outros Órgãos Federais;Unidade;320;Entregue
Óculos e Protetor Facial;20/04/2020;312398;Outros Órgãos Federais;Unidade;300;Entregue
Óculos e Protetor Facial;20/04/2020;312400;Outros Órgãos Federais;Unidade;240;Entregue
Óculos e Protetor Facial;20/04/2020;312402;Outros Órgãos Federais;Unidade;180;Entregue
Óculos e Protetor Facial;20/04/2020;312403;Outros Órgãos Federais;Unidade;120;Entregue
Óculos e Protetor Facial;20/04/2020;312226;Outros Órgãos Federais;Unidade;180;Entregue
Óculos e Protetor Facial;24/04/2020;313232;Outros Órgãos Federais;Unidade;1000;Entregue
Óculos e Protetor Facial;24/04/2020;313413;Outros Órgãos Federais;Unidade;400;Entregue
Óculos e Protetor Facial;24/04/2020;313234;Outros Órgãos Federais;Unidade;400;Entregue
Óculos e Protetor Facial;24/04/2020;313228;Outros Órgãos Federais;Unidade;400;Entregue
Óculos e Protetor Facial;30/04/2020;313236;Outros Órgãos Federais;Unidade;800;Entregue
Óculos e Protetor Facial;30/04/2020;314037;Outros Órgãos Federais;Unidade;1600;Entregue
Óculos e Protetor Facial;04/05/2020;314059;Outros Órgãos Federais;Unidade;4000;Entregue
Óculos e Protetor Facial;07/05/2020;314579;Outros Órgãos Federais;Unidade;1900;Entregue
Óculos e Protetor Facial;20/05/2020;316245;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316244;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316239;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316254;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316278;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316203;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316221;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;20/05/2020;316261;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316257;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316274;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316227;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316237;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316262;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316279;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316280;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316200;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316222;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316223;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316202;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316225;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316197;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316247;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;20/05/2020;316231;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316234;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;20/05/2020;316250;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;22/05/2020;316420;Outros Órgãos Federais;Unidade;5;Entregue
Óculos e Protetor Facial;23/05/2020;316639;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;23/05/2020;316639;Outros Órgãos Federais;Unidade;1000;Entregue
Óculos e Protetor Facial;25/05/2020;316599;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316601;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316656;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316572;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316600;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316598;Outros Órgãos Federais;Unidade;300;Entregue
Óculos e Protetor Facial;25/05/2020;316574;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316592;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316573;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316565;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316577;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316579;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316583;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316588;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316591;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316593;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316568;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316569;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316580;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316589;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316590;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316594;Outros Órgãos Federais;Unidade;300;Entregue
Óculos e Protetor Facial;25/05/2020;316578;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316570;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316582;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316584;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316571;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316581;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316586;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316587;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316566;Outros Órgãos Federais;Unidade;50;Entregue
Óculos e Protetor Facial;25/05/2020;316567;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316575;Outros Órgãos Federais;Unidade;300;Entregue
Óculos e Protetor Facial;25/05/2020;316595;Outros Órgãos Federais;Unidade;300;Entregue
Óculos e Protetor Facial;25/05/2020;316597;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;25/05/2020;316585;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;25/05/2020;316576;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;31/05/2020;316981;Outros Órgãos Federais;Unidade;400;Entregue
Óculos e Protetor Facial;04/06/2020;317787;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;04/06/2020;317789;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;04/06/2020;317790;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;04/06/2020;317791;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;04/06/2020;317792;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;04/06/2020;317794;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317845;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317818;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317829;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317858;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317819;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317820;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317834;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;05/06/2020;317842;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;08/06/2020;317945;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;10/06/2020;318145;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;10/06/2020;318151;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;10/06/2020;318154;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318490;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318488;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318496;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318497;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318492;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318501;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318505;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318513;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318521;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318503;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318509;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318511;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318515;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;12/06/2020;318494;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318522;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318508;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318491;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318523;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;12/06/2020;318506;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;12/06/2020;318481;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;23/06/2020;319926;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;23/06/2020;320023;Outros Órgãos Federais;Unidade;100;Entregue
Óculos e Protetor Facial;23/06/2020;319926;Outros Órgãos Federais;Unidade;200;Entregue
Óculos e Protetor Facial;19/03/2020;308803;Pará;Unidade;800;Entregue
Óculos e Protetor Facial;19/03/2020;308502;Pará;Unidade;20;Entregue
Óculos e Protetor Facial;24/03/2020;309465;Pará;Unidade;640;Entregue
Óculos e Protetor Facial;28/03/2020;309995;Pará;Unidade;720;Entregue
Óculos e Protetor Facial;10/04/2020;311432;Pará;Unidade;240;Entregue
Óculos e Protetor Facial;15/04/2020;311915;Pará;Unidade;60;Entregue
Óculos e Protetor Facial;29/04/2020;313901;Pará;Unidade;3000;Entregue
Óculos e Protetor Facial;30/04/2020;314031;Pará;Unidade;3000;Entregue
Óculos e Protetor Facial;14/05/2020;315603;Pará;Unidade;800;Entregue
Óculos e Protetor Facial;14/05/2020;315603;Pará;Unidade;12300;Entregue
Óculos e Protetor Facial;22/05/2020;316499;Pará;Unidade;27800;Entregue
Óculos e Protetor Facial;04/06/2020;317786;Pará;Unidade;800;Entregue
Óculos e Protetor Facial;04/06/2020;317786;Pará;Unidade;4300;Entregue
Óculos e Protetor Facial;05/06/2020;317938;Pará;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317938;Pará;Unidade;400;Entregue
Óculos e Protetor Facial;10/06/2020;318277;Pará;Unidade;1100;Entregue
Óculos e Protetor Facial;10/06/2020;318277;Pará;Unidade;10500;Entregue
Óculos e Protetor Facial;10/06/2020;318248;Pará;Unidade;1200;Entregue
Óculos e Protetor Facial;19/03/2020;308810;Paraíba;Unidade;400;Entregue
Óculos e Protetor Facial;19/03/2020;308507;Paraíba;Unidade;120;Entregue
Óculos e Protetor Facial;25/03/2020;309480;Paraíba;Unidade;400;Entregue
Óculos e Protetor Facial;28/03/2020;309996;Paraíba;Unidade;360;Entregue
Óculos e Protetor Facial;10/04/2020;311376;Paraíba;Unidade;160;Entregue
Óculos e Protetor Facial;15/04/2020;311916;Paraíba;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;314033;Paraíba;Unidade;2000;Entregue
Óculos e Protetor Facial;14/05/2020;315582;Paraíba;Unidade;8600;Entregue
Óculos e Protetor Facial;22/05/2020;316480;Paraíba;Unidade;5800;Entregue
Óculos e Protetor Facial;22/05/2020;316480;Paraíba;Unidade;13500;Entregue
Óculos e Protetor Facial;04/06/2020;317765;Paraíba;Unidade;400;Entregue
Óculos e Protetor Facial;04/06/2020;317765;Paraíba;Unidade;2400;Entregue
Óculos e Protetor Facial;05/06/2020;317905;Paraíba;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317905;Paraíba;Unidade;800;Entregue
Óculos e Protetor Facial;10/06/2020;318278;Paraíba;Unidade;6600;Entregue
Óculos e Protetor Facial;10/06/2020;318249;Paraíba;Unidade;2300;Entregue
Óculos e Protetor Facial;19/03/2020;308827;Paraná;Unidade;1080;Entregue
Óculos e Protetor Facial;19/03/2020;308530;Paraná;Unidade;20;Entregue
Óculos e Protetor Facial;25/03/2020;309518;Paraná;Unidade;880;Entregue
Óculos e Protetor Facial;28/03/2020;309999;Paraná;Unidade;960;Entregue
Óculos e Protetor Facial;10/04/2020;311378;Paraná;Unidade;520;Entregue
Óculos e Protetor Facial;15/04/2020;311917;Paraná;Unidade;180;Entregue
Óculos e Protetor Facial;30/04/2020;313995;Paraná;Unidade;6100;Entregue
Óculos e Protetor Facial;14/05/2020;315605;Paraná;Unidade;9000;Entregue
Óculos e Protetor Facial;14/05/2020;315605;Paraná;Unidade;9600;Entregue
Óculos e Protetor Facial;22/05/2020;316489;Paraná;Unidade;32400;Entregue
Óculos e Protetor Facial;22/05/2020;316489;Paraná;Unidade;10100;Entregue
Óculos e Protetor Facial;04/06/2020;317771;Paraná;Unidade;1200;Entregue
Óculos e Protetor Facial;04/06/2020;317771;Paraná;Unidade;6500;Entregue
Óculos e Protetor Facial;05/06/2020;317910;Paraná;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317910;Paraná;Unidade;700;Entregue
Óculos e Protetor Facial;10/06/2020;318281;Paraná;Unidade;17700;Entregue
Óculos e Protetor Facial;10/06/2020;318252;Paraná;Unidade;1900;Entregue
Óculos e Protetor Facial;19/03/2020;308812;Pernambuco;Unidade;920;Entregue
Óculos e Protetor Facial;25/03/2020;309481;Pernambuco;Unidade;720;Entregue
Óculos e Protetor Facial;28/03/2020;309997;Pernambuco;Unidade;800;Entregue
Óculos e Protetor Facial;10/04/2020;311381;Pernambuco;Unidade;400;Entregue
Óculos e Protetor Facial;15/04/2020;311918;Pernambuco;Unidade;120;Entregue
Óculos e Protetor Facial;30/04/2020;313996;Pernambuco;Unidade;4500;Entregue
Óculos e Protetor Facial;14/05/2020;315592;Pernambuco;Unidade;17200;Entregue
Óculos e Protetor Facial;22/05/2020;316482;Pernambuco;Unidade;9100;Entregue
Óculos e Protetor Facial;22/05/2020;316482;Pernambuco;Unidade;21100;Entregue
Óculos e Protetor Facial;22/05/2020;316482;Pernambuco;Unidade;8200;Entregue
Óculos e Protetor Facial;04/06/2020;317768;Pernambuco;Unidade;1200;Entregue
Óculos e Protetor Facial;04/06/2020;317768;Pernambuco;Unidade;5800;Entregue
Óculos e Protetor Facial;05/06/2020;317907;Pernambuco;Unidade;200;Entregue
Óculos e Protetor Facial;05/06/2020;317907;Pernambuco;Unidade;700;Entregue
Óculos e Protetor Facial;10/06/2020;318279;Pernambuco;Unidade;15700;Entregue
Óculos e Protetor Facial;10/06/2020;318250;Pernambuco;Unidade;2100;Entregue
Óculos e Protetor Facial;19/03/2020;308819;Piauí;Unidade;320;Entregue
Óculos e Protetor Facial;19/03/2020;308524;Piauí;Unidade;40;Entregue
Óculos e Protetor Facial;25/03/2020;309482;Piauí;Unidade;280;Entregue
Óculos e Protetor Facial;28/03/2020;309998;Piauí;Unidade;280;Entregue
Óculos e Protetor Facial;10/04/2020;311407;Piauí;Unidade;400;Entregue
Óculos e Protetor Facial;15/04/2020;311919;Piauí;Unidade;60;Entregue
Óculos e Protetor Facial;30/04/2020;313997;Piauí;Unidade;1600;Entregue
Óculos e Protetor Facial;14/05/2020;315604;Piauí;Unidade;6800;Entregue
